,Year,Make,Model,Variant,Engine Type,City,Transmission,Price_numeric,Distance_numeric,New_price_numeric,Price_Drop_%,to_drop
21965,2022,Tata,Nexon [2017-2020],XZ,Petrol,Mumbai,Manual,800000.0,23000,876000.0,8.67579908675799,0
21967,2017,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Mumbai,Automatic,1590000.0,148991,1762000.0,9.761634506242906,0
21968,2023,Maruti Suzuki,Jimny,Zeta MT,Petrol,Mumbai,Manual,1215000.0,890,1274000.0,4.631083202511774,0
21974,2018,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Mumbai,Manual,1150000.0,37000,1266000.0,9.162717219589258,0
21975,2021,Skoda,Octavia,L&K 2.0,Petrol,Mumbai,Automatic (DCT),2295000.0,40000,3044000.0,24.605781865965834,0
21976,2018,Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Petrol,Mumbai,Automatic,1125000.0,42800,1356000.0,17.035398230088493,0
21977,2019,MINI,Countryman [2015-2018],Cooper D,Diesel,Mumbai,Automatic,3190000.0,24000,3505000.0,8.98716119828816,0
21980,2020,Hyundai,Venue,S 1.2 Petrol,Petrol,Mumbai,Manual,800000.0,22032,911000.0,12.184412733260155,0
21981,2018,Jaguar,F-Pace [2016-2021],Prestige,Diesel,Mumbai,Automatic,3950000.0,31000,6464000.0,38.89232673267327,0
21983,2017,BMW,X1 [2010-2012],sDrive20d,Diesel,Mumbai,Automatic,2199000.0,30100,2580000.0,14.767441860465116,0
21984,2017,Land Rover,Discovery [2014-2017],HSE,Petrol,Mumbai,Automatic,2885000.0,47000,11300000.0,74.46902654867257,0
21985,2016,BMW,3 Series,320d Luxury Line,Diesel,Mumbai,Automatic (TC),2170000.0,59000,4829000.0,55.0631600745496,0
21986,2019,Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Petrol,Mumbai,Automatic,800000.0,48500,1099000.0,27.206551410373063,0
21988,2018,Nissan,Sunny,XV CVT,Petrol,Mumbai,Automatic (CVT),590000.0,61000,994000.0,40.643863179074444,0
21989,2014,Nissan,Sunny,XL,Petrol,Mumbai,Manual,375000.0,35000,836000.0,55.14354066985646,0
21995,2015,Honda,Jazz,V,Petrol,Mumbai,Manual,495000.0,65000,811000.0,38.964241676942045,0
21998,2020,Renault,Kwid [2015-2019],1.0 RXT [2016-2019],Petrol,Mumbai,Manual,399000.0,65000,403000.0,0.9925558312655087,0
22000,2021,Hyundai,Venue,SX (O) 1.0 Turbo iMT,Petrol,Mumbai,Clutchless Manual (IMT),995000.0,39000,1235000.0,19.4331983805668,0
22003,2022,Jeep,Compass,Limited (O) 2.0 Diesel,Diesel,Mumbai,Manual,2251000.0,36000,2619000.0,14.051164566628485,0
22004,2015,Honda,Brio,S MT,Petrol,Mumbai,Manual,350000.0,25000,532000.0,34.21052631578947,0
22005,2018,Honda,CR-V [2013-2018],2.0L 2WD AT,Petrol,Mumbai,Automatic,1975000.0,53000,2479000.0,20.330778539733764,0
22006,2021,Hyundai,i20 N Line [2021-2023],N8 1.0 Turbo iMT,Petrol,Mumbai,Clutchless Manual (IMT),985000.0,12389,1121000.0,12.132024977698483,0
22007,2015,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,525000.0,63475,841000.0,37.5743162901308,0
22008,2020,Maruti Suzuki,Brezza,VXi,Petrol,Mumbai,Manual,870000.0,12484,969000.0,10.21671826625387,0
22011,2019,BMW,X5,xDrive30d xLine,Diesel,Mumbai,Automatic (TC),7496000.0,41500,9900000.0,24.282828282828284,0
22012,2016,Toyota,Innova Crysta [2016-2020],2.8 ZX AT 7 STR [2016-2020],Diesel,Mumbai,Automatic,1650000.0,137000,2258000.0,26.92648361381754,0
22013,2018,BMW,X5 [2012-2014],xDrive 30d,Diesel,Mumbai,Automatic,4900000.0,58000,7841000.0,37.50797092207627,0
22015,2017,Jaguar,XE [2016-2019],Portfolio,Diesel,Mumbai,Automatic,2650000.0,45000,4652000.0,43.03525365434222,0
22018,2016,Toyota,Corolla Altis,G Petrol,Petrol,Mumbai,Manual,699000.0,32000,1646000.0,57.53341433778858,0
22019,2020,Tata,Harrier [2019-2023],XZ,Diesel,Mumbai,Manual,1800000.0,62000,1913000.0,5.906952430737062,0
22020,2018,Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Petrol,Mumbai,Manual,945000.0,37959,1205000.0,21.57676348547718,0
22021,2018,Jeep,Compass [2017-2021],Limited 1.4 Petrol AT,Petrol,Mumbai,Automatic,1395000.0,34311,1996000.0,30.11022044088176,0
22022,2023,BMW,X5,xDrive40i M Sport,Petrol,Mumbai,Automatic (TC),10500000.0,11500,10900000.0,3.669724770642202,0
22023,2018,Honda,Jazz,V,Petrol,Mumbai,Manual,699000.0,24810,811000.0,13.81011097410604,0
22024,2014,Toyota,Corolla Altis [2008-2011],1.8 VL AT,Petrol,Mumbai,Automatic,845000.0,40000,1526000.0,44.626474442988204,0
22025,2017,Jeep,Compass [2017-2021],Limited 2.0 Diesel,Diesel,Mumbai,Manual,1095000.0,56000,1973000.0,44.50076026355803,0
22026,2018,Toyota,Etios [2010-2013],V,Petrol,Mumbai,Manual,610000.0,31888,681000.0,10.425844346549193,0
22028,2018,Toyota,Yaris,J CVT,Petrol,Mumbai,Automatic (CVT),675000.0,45681,1199000.0,43.70308590492077,0
22031,2014,Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Diesel,Mumbai,Automatic,1250000.0,60000,3462000.0,63.89370306181398,0
22032,2016,Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Petrol,Mumbai,Manual,525000.0,74000,625000.0,16.0,0
22033,2020,Maruti Suzuki,Swift,VXi,Petrol,Mumbai,Manual,625000.0,25000,700000.0,10.714285714285714,0
22035,2021,MG,Hector [2021-2023],Sharp 1.5 Petrol CVT,Petrol,Mumbai,Automatic (CVT),1690000.0,11000,2003000.0,15.626560159760357,0
22036,2016,Skoda,Octavia [2015-2017],1.8 TSI Ambition Plus AT,Petrol,Mumbai,Automatic,800000.0,92000,1849000.0,56.73336938885885,0
22037,2018,Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Petrol,Mumbai,Manual,1100000.0,33000,1205000.0,8.71369294605809,0
22038,2016,Hyundai,Elantra,SX (O) 2.0 AT,Petrol,Mumbai,Automatic (TC),950000.0,76000,2011000.0,52.759820984584785,0
22039,2015,Renault,Duster [2012-2015],RxL Petrol,Petrol,Mumbai,Manual,450000.0,32000,977000.0,53.940634595701134,0
22040,2018,Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Petrol,Mumbai,Automatic (AMT),375000.0,45000,446000.0,15.919282511210762,0
22041,2014,Toyota,Innova [2015-2016],2.5 VX BS IV 8 STR,Diesel,Mumbai,Manual,900000.0,180000,1617000.0,44.34137291280148,0
22045,2016,Toyota,Corolla Altis [2014-2017],VL AT Petrol,Petrol,Mumbai,Automatic (CVT),850000.0,104000,1902000.0,55.310199789695055,0
22046,2015,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,525000.0,66000,841000.0,37.5743162901308,0
22048,2016,Mahindra,XUV500 [2011-2015],W8,Diesel,Mumbai,Manual,975000.0,68000,1430000.0,31.818181818181817,0
22050,2021,MG,Hector [2021-2023],Sharp 1.5 Petrol CVT,Petrol,Mumbai,Automatic (CVT),1495000.0,49000,2003000.0,25.361957064403395,0
22054,2016,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Mumbai,Automatic,1625000.0,49000,1762000.0,7.775255391600454,0
22055,2019,Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Petrol,Mumbai,Automatic,785000.0,49000,1099000.0,28.57142857142857,0
22056,2016,Ford,Figo,Trend 1.2 Ti-VCT,Petrol,Mumbai,Manual,349000.0,60340,609000.0,42.69293924466338,0
22057,2016,Renault,Kwid [2015-2019],RXT [2015-2019],Petrol,Mumbai,Manual,295000.0,37564,381000.0,22.57217847769029,0
22058,2016,BMW,X1 [2010-2012],sDrive20d,Diesel,Mumbai,Automatic,1600000.0,69000,2580000.0,37.98449612403101,0
22059,2017,Maruti Suzuki,Ertiga [2015-2018],VXI,CNG,Mumbai,Manual,775000.0,36000,793000.0,2.269861286254729,0
22061,2015,Maruti Suzuki,Ertiga [2012-2015],VDi,Diesel,Mumbai,Manual,675000.0,83233,843000.0,19.9288256227758,0
22062,2014,Hyundai,Elantra [2012-2015],1.6 SX MT,Diesel,Mumbai,Manual,485000.0,90874,1594000.0,69.57340025094103,0
22063,2019,BMW,X3 [2018-2022],xDrive 20d Luxury Line,Diesel,Mumbai,Automatic (TC),4495000.0,40000,6483000.0,30.6648156717569,0
22065,2019,Toyota,Corolla Altis [2014-2017],VL AT Petrol,Petrol,Mumbai,Automatic (CVT),1250000.0,76000,1902000.0,34.27970557308097,0
22066,2017,Maruti Suzuki,Swift DZire [2011-2015],VDI,Diesel,Mumbai,Manual,650000.0,70053,684000.0,4.970760233918129,0
22068,2014,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,475000.0,69000,841000.0,43.51961950059453,0
22069,2015,Hyundai,i20 Active,1.4 S,Diesel,Mumbai,Manual,565000.0,81000,913000.0,38.11610076670318,0
22071,2015,Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Diesel,Mumbai,Automatic,1699000.0,38000,3462000.0,50.92432120161756,0
22072,2017,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,625000.0,30998,841000.0,25.68370986920333,0
22073,2022,Hyundai,Venue,SX 1.5 CRDi,Diesel,Mumbai,Manual,1050000.0,60975,1237000.0,15.117219078415523,0
22077,2022,Volkswagen,Tiguan,Elegance 2.0 TSI DSG,Petrol,Mumbai,Automatic (DCT),3190000.0,16000,3517000.0,9.297696900767699,0
22079,2019,Hyundai,Creta [2015-2017],1.6 S Plus AT,Diesel,Mumbai,Automatic,1330000.0,51400,1393000.0,4.522613065326634,0
22081,2014,Maruti Suzuki,Ertiga [2012-2015],Vxi,CNG,Mumbai,Manual,645000.0,77000,710000.0,9.15492957746479,0
22082,2016,Maruti Suzuki,Swift,LXi,Petrol,Mumbai,Manual,445000.0,28897,599000.0,25.70951585976628,0
22084,2014,Fiat,Punto [2009-2011],Emotion 1.4,Petrol,Mumbai,Manual,290000.0,62300,553000.0,47.55877034358047,0
22085,2014,Mahindra,Thar [2014-2020],CRDe 4x4 AC,Diesel,Mumbai,Manual,675000.0,50000,964000.0,29.979253112033195,0
22088,2015,Maruti Suzuki,Ritz,Zxi BS-IV,Petrol,Mumbai,Manual,360000.0,19000,570000.0,36.84210526315789,0
22089,2017,Tata,Hexa,XT 4x2 7 STR,Diesel,Mumbai,Manual,799000.0,55000,1793000.0,55.43781372002231,0
22091,2017,Hyundai,Creta [2017-2018],E Plus 1.4 CRDI,Diesel,Mumbai,Manual,855000.0,97000,1000000.0,14.499999999999998,0
22092,2014,Chevrolet,Sail,1.3 LS,Diesel,Mumbai,Manual,275000.0,75000,667000.0,58.77061469265368,0
22094,2014,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,479000.0,64000,841000.0,43.04399524375743,0
22096,2014,Hyundai,i20 [2010-2012],Asta 1.4 CRDI,Diesel,Mumbai,Manual,495000.0,61000,768000.0,35.546875,0
22100,2022,Maruti Suzuki,XL6,Zeta MT Petrol,Petrol,Mumbai,Manual,1075000.0,54884,1161000.0,7.4074074074074066,0
22101,2017,Hyundai,Eon,Magna +,Petrol,Mumbai,Manual,325000.0,62626,420000.0,22.61904761904762,0
22102,2016,Skoda,Superb,L&K,Petrol,Mumbai,Automatic (DCT),1465000.0,53000,5400000.0,72.87037037037038,0
22103,2014,Hyundai,Verna [2006-2010],i,Petrol,Mumbai,Manual,525000.0,525000,634000.0,17.19242902208202,0
22104,2014,Hyundai,Elantra [2012-2015],1.6 SX AT,Diesel,Mumbai,Automatic,699000.0,65389,1914000.0,63.479623824451416,0
22106,2016,Honda,CR-V [2013-2018],2.0L 2WD AT,Petrol,Mumbai,Automatic,1099000.0,62496,2479000.0,55.66760790641388,0
22107,2015,Volkswagen,Vento,Highline 1.2 (P) AT,Petrol,Mumbai,Automatic,645000.0,48081,1198000.0,46.16026711185309,0
22108,2015,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,595000.0,70389,841000.0,29.25089179548157,0
22109,2018,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,825000.0,48500,841000.0,1.9024970273483945,0
22110,2019,Volkswagen,Ameo,Comfortline 1.0L (P),Petrol,Mumbai,Manual,499000.0,13000,669000.0,25.411061285500747,0
22111,2020,Tata,Harrier [2019-2023],XZ,Diesel,Mumbai,Manual,1785000.0,34000,1913000.0,6.69106116048092,0
22112,2016,Maruti Suzuki,Ciaz [2014-2017],ZDi SHVS,Diesel,Mumbai,Manual,590000.0,95000,991000.0,40.46417759838547,0
22113,2018,Mahindra,XUV500,W11,Diesel,Mumbai,Manual,1471000.0,67000,1722000.0,14.576074332171892,0
22114,2014,BMW,X3 [2008-2011],xDrive20d,Diesel,Mumbai,Automatic,1400000.0,84337,4122000.0,66.03590490053372,0
22115,2018,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,775000.0,56444,841000.0,7.8478002378121285,0
22116,2017,Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Diesel,Mumbai,Automatic,1670000.0,112152,1762000.0,5.2213393870601585,0
22120,2021,Toyota,Urban Cruiser,High Grade MT,Petrol,Mumbai,Manual,850000.0,48252,977000.0,12.99897645854657,0
22122,2015,Hyundai,Santa Fe [2014-2017],4WD AT [2014-2017],Diesel,Mumbai,Automatic,925000.0,82000,3116000.0,70.31450577663672,0
22124,2021,Audi,A6,Technology 45 TFSI,Petrol,Mumbai,Automatic (DCT),4950000.0,34400,7041000.0,29.697486152535152,0
22125,2021,Tata,Safari [2021-2023],XZ,Diesel,Mumbai,Manual,1895000.0,45415,1969000.0,3.7582529202640935,0
22127,2020,Land Rover,Range Rover,SE 3.0 Diesel,Diesel,Mumbai,Automatic (TC),12500000.0,58000,23900000.0,47.69874476987448,0
22128,2018,Maruti Suzuki,Baleno [2015-2019],Delta 1.3,Diesel,Mumbai,Manual,685000.0,86000,738000.0,7.181571815718158,0
22129,2020,Hyundai,Venue [2019-2022],SX 1.0 Turbo,Petrol,Mumbai,Manual,949000.0,37536,1021000.0,7.051909892262488,0
22130,2019,Honda,Jazz,V,Petrol,Mumbai,Manual,761000.0,27636,811000.0,6.165228113440198,0
22131,2018,Maruti Suzuki,Celerio,VXi,CNG,Mumbai,Manual,499000.0,29799,583000.0,14.408233276157805,0
22132,2016,Hyundai,Creta [2015-2017],1.4 S,Diesel,Mumbai,Manual,799000.0,75212,1146000.0,30.279232111692846,0
22135,2014,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,Petrol,Mumbai,Manual,325000.0,41647,667000.0,51.2743628185907,0
22136,2014,Ssangyong,Rexton,RX6,Diesel,Mumbai,Manual,599000.0,85000,2379000.0,74.8213535098781,0
22137,2014,Skoda,Rapid [2014-2015],1.6 MPI Elegance,Petrol,Mumbai,Manual,379000.0,60000,897000.0,57.74804905239688,0
22139,2014,Skoda,Rapid [2014-2015],1.6 MPI Elegance,Petrol,Mumbai,Manual,379000.0,58000,897000.0,57.74804905239688,0
22140,2014,Skoda,Rapid,Ambition 1.6 MPI,Petrol,Mumbai,Manual,379000.0,60000,998000.0,62.02404809619239,0
22143,2016,Maruti Suzuki,Celerio,VXi,Petrol,Mumbai,Manual,390000.0,74000,583000.0,33.104631217838765,0
22145,2021,MG,Hector [2021-2023],Smart 1.5 Petrol CVT,Petrol,Mumbai,Automatic (CVT),1695000.0,1695000,1830000.0,7.377049180327869,0
22146,2018,Tata,Tiago,XZ,Petrol,Mumbai,Manual,545000.0,27386,639000.0,14.710485133020345,0
22148,2017,Audi,Q7 [2010 - 2015],45 TDI Technology Pack,Diesel,Mumbai,Automatic,4675000.0,40000,8625000.0,45.79710144927536,0
22149,2017,Maruti Suzuki,Ignis,Zeta 1.2 MT,Petrol,Mumbai,Manual,485000.0,19702,696000.0,30.31609195402299,0
22151,2016,Maruti Suzuki,Ertiga [2015-2018],VXI,CNG,Mumbai,Manual,711000.0,157000,793000.0,10.34047919293821,0
22152,2019,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,775000.0,65000,841000.0,7.8478002378121285,0
22153,2017,Maruti Suzuki,Ciaz [2017-2018],Zeta 1.4 AT,Petrol,Mumbai,Automatic,625000.0,50000,989000.0,36.804853387259854,0
22154,2017,Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Petrol,Mumbai,Automatic,525000.0,42800,711000.0,26.160337552742618,0
22155,2019,Hyundai,Creta [2018-2019],SX 1.6 AT CRDi,Diesel,Mumbai,Automatic,1325000.0,51400,1500000.0,11.666666666666666,0
22156,2017,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,690000.0,57000,841000.0,17.954815695600477,0
22159,2017,BMW,X3 [2014-2018],xDrive-20d xLine,Diesel,Mumbai,Automatic,3000000.0,52300,5320000.0,43.609022556390975,0
22161,2017,Hyundai,Elite i20 [2017-2018],Magna Executive 1.2,Petrol,Mumbai,Manual,545000.0,25244,602000.0,9.46843853820598,0
22162,2019,Tata,Nexon [2017-2020],XZ,Petrol,Mumbai,Manual,875000.0,29756,876000.0,0.1141552511415525,0
22166,2015,Honda,Mobilio,S Diesel,Diesel,Mumbai,Manual,560000.0,66000,956000.0,41.42259414225941,0
22167,2016,Toyota,Innova Crysta [2016-2020],2.4 VX 8 STR,Diesel,Mumbai,Manual,1565000.0,62000,2095000.0,25.29832935560859,0
22168,2016,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Mumbai,Manual,739000.0,59890,908000.0,18.612334801762113,0
22171,2015,Toyota,Innova [2015-2016],2.5 G BS IV 7 STR,Diesel,Mumbai,Manual,990000.0,91270,1349000.0,26.612305411415864,0
22172,2015,Honda,Amaze [2013-2016],1.2 E i-VTEC,Petrol,Mumbai,Manual,365000.0,22811,544000.0,32.904411764705884,0
22174,2018,Hyundai,Creta [2015-2017],1.4 S,Diesel,Mumbai,Manual,1025000.0,48000,1146000.0,10.55846422338569,0
22176,2020,Kia,Sonet [2020-2022],GTX Plus 1.0 DCT,Petrol,Mumbai,Automatic (DCT),1095000.0,15000,1309000.0,16.348357524828113,0
22181,2016,Skoda,Rapid [2014-2015],1.5 TDI CR Elegance,Diesel,Mumbai,Manual,539000.0,40000,997000.0,45.937813440320966,0
22183,2022,Hyundai,Venue [2019-2022],SX (O) 1.5 CRDi,Diesel,Mumbai,Manual,1000000.0,34000,1183000.0,15.469146238377007,0
22185,2017,Honda,WR-V [2017-2020],S MT Petrol,Petrol,Mumbai,Manual,635000.0,56000,829000.0,23.401688781664657,0
22188,2019,Maruti Suzuki,Baleno [2019-2022],Alpha,Petrol,Mumbai,Manual,675000.0,61000,821000.0,17.783191230207066,0
22189,2018,Tata,Nexon [2017-2020],XZ,Diesel,Mumbai,Manual,825000.0,48000,876000.0,5.821917808219178,0
22190,2018,Maruti Suzuki,Ciaz [2017-2018],Alpha 1.4 MT,Petrol,Mumbai,Manual,735000.0,28000,970000.0,24.22680412371134,0
22194,2017,Maruti Suzuki,Ciaz [2014-2017],ZXi,Petrol,Mumbai,Manual,699000.0,68309,913000.0,23.43921139101862,0
22195,2017,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Mumbai,Manual,999000.0,57006,1266000.0,21.09004739336493,0
22199,2016,Hyundai,Creta [2015-2017],1.6 SX,Diesel,Mumbai,Manual,875000.0,82000,1266000.0,30.88467614533965,0
22202,2018,Tata,Tiago,XM,Diesel,Mumbai,Manual,525000.0,48508,600000.0,12.5,0
22204,2017,Maruti Suzuki,Ertiga [2015-2018],VDI SHVS,Diesel,Mumbai,Manual,845000.0,34000,984000.0,14.126016260162602,0
22205,2018,Renault,Kwid [2015-2019],1.0 RXT Opt [2016-2019],Petrol,Mumbai,Manual,360000.0,48689,416000.0,13.461538461538462,0
22206,2017,Audi,Q3 [2017-2020],35 TDI quattro Premium Plus,Diesel,Mumbai,Automatic,1790000.0,49000,3993000.0,55.171550212872525,0
22207,2019,Mahindra,XUV300,W6 1.2 Petrol,Petrol,Mumbai,Manual,740000.0,7144,1000000.0,26.0,0
22208,2018,Maruti Suzuki,Ciaz,Alpha Hybrid 1.5 AT [2018-2020],Petrol,Mumbai,Automatic,775000.0,35000,1099000.0,29.481346678798907,0
22210,2016,Skoda,Rapid,Ambition 1.5 TDI,Diesel,Mumbai,Manual,545000.0,85300,1001000.0,45.55444555444556,0
22213,2020,Kia,Carnival,Limousine Plus 7 STR,Diesel,Mumbai,Automatic (TC),3321000.0,31000,3548000.0,6.397970687711386,0
22214,2017,Honda,Amaze [2013-2016],1.2 EX i-VTEC,Petrol,Mumbai,Manual,451000.0,43800,581000.0,22.375215146299485,0
22216,2014,Toyota,Corolla Altis [2008-2011],1.8 G,Petrol,Mumbai,Manual,595000.0,81000,1302000.0,54.3010752688172,0
22217,2018,Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Petrol,Mumbai,Automatic,1250000.0,20591,1356000.0,7.817109144542774,0
22218,2016,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Mumbai,Manual,759000.0,57000,908000.0,16.409691629955947,0
22219,2016,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,550000.0,64000,841000.0,34.60166468489893,0
22221,2018,Jeep,Compass [2017-2021],Limited 2.0 Diesel,Diesel,Mumbai,Manual,1335000.0,48000,1973000.0,32.33654333502281,0
22222,2014,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,485000.0,32000,841000.0,42.33055885850178,0
22223,2014,Hyundai,Elantra [2012-2015],1.8 S,Petrol,Mumbai,Manual,595000.0,38502,1516000.0,60.75197889182058,0
22225,2018,BMW,X5 [2012-2014],xDrive 30d,Diesel,Mumbai,Automatic,4875000.0,21000,7841000.0,37.8268078051269,0
22226,2018,Skoda,Rapid [2014-2015],1.5 TDI CR Ambition,Diesel,Mumbai,Manual,800000.0,44460,944000.0,15.254237288135593,0
22227,2021,Hyundai,Alcazar,Platinum (O) 6 STR 1.5 Diesel AT,Diesel,Mumbai,Automatic (TC),1875000.0,20000,2081000.0,9.899086977414704,0
22229,2014,Hyundai,Xcent,E,Petrol,Mumbai,Manual,425000.0,28872,581000.0,26.850258175559382,0
22230,2021,Jeep,Compass [2017-2021],Limited (O) 1.4 Petrol AT,Petrol,Mumbai,Automatic,2025000.0,22000,2055000.0,1.4598540145985401,0
22231,2022,Hyundai,Elantra [2016-2019],2.0 SX (O),Petrol,Mumbai,Manual,1499000.0,34000,1707000.0,12.185120093731692,0
22232,2018,Maruti Suzuki,Ciaz,Zeta Hybrid 1.5 AT [2018-2020],Petrol,Mumbai,Automatic,795000.0,48000,1059000.0,24.929178470254957,0
22233,2018,BMW,X1 [2010-2012],sDrive20d,Diesel,Mumbai,Automatic,2575000.0,27000,2580000.0,0.1937984496124031,0
22239,2016,Maruti Suzuki,Ciaz [2014-2017],ZXI+,Petrol,Mumbai,Manual,635000.0,42385,972000.0,34.67078189300412,0
22241,2016,Honda,Amaze [2013-2016],1.2 S i-VTEC,Petrol,Mumbai,Manual,365000.0,49000,620000.0,41.12903225806452,0
22243,2014,Hyundai,Eon,D-Lite,Petrol,Mumbai,Manual,229000.0,10000,337000.0,32.047477744807125,0
22244,2018,Mahindra,XUV500,W11,Diesel,Mumbai,Manual,1195000.0,92500,1722000.0,30.60394889663182,0
22245,2018,Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Diesel,Mumbai,Manual,840000.0,86000,908000.0,7.488986784140969,0
22247,2020,Hyundai,Creta,SX (O) 1.5 Diesel,Diesel,Mumbai,Manual,1525000.0,70000,1885000.0,19.098143236074268,0
22248,2021,Hyundai,Creta,SX (O) 1.5 Diesel,Diesel,Mumbai,Manual,1799000.0,35000,1885000.0,4.562334217506631,0
22249,2022,Maruti Suzuki,Ignis,Zeta 1.2 MT,Petrol,Mumbai,Manual,595000.0,9900,696000.0,14.511494252873563,0
22250,2016,Honda,Jazz,V,Petrol,Mumbai,Manual,499000.0,44000,811000.0,38.47102342786683,0
22251,2021,Skoda,Octavia,L&K 2.0,Petrol,Mumbai,Automatic (DCT),2295000.0,40200,3044000.0,24.605781865965834,0
22252,2016,Honda,City [2014-2017],E,Petrol,Mumbai,Manual,595000.0,55000,841000.0,29.25089179548157,0
22253,2020,MG,ZS EV,Exclusive,Electric,Mumbai,Automatic,1685000.0,37000,2398000.0,29.733110925771477,0
22254,2015,Hyundai,Creta [2015-2017],1.6 SX,Diesel,Mumbai,Manual,840000.0,97000,1266000.0,33.649289099526065,0
22255,2016,Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT (O) [2016-2017],Petrol,Mumbai,Automatic,535000.0,24508,697000.0,23.242467718794835,0
22258,2018,Hyundai,Creta [2015-2017],1.6 SX,Petrol,Mumbai,Manual,1050000.0,32500,1266000.0,17.061611374407583,0
22260,2017,Maruti Suzuki,Ciaz [2017-2018],Zeta 1.4 AT,Petrol,Mumbai,Automatic,625000.0,42000,989000.0,36.804853387259854,0
22262,2021,BMW,X5,xDrive30d xLine,Diesel,Mumbai,Automatic (TC),7975000.0,12000,9900000.0,19.444444444444446,0
22265,2016,Hyundai,Elantra [2016-2019],1.6 SX (O),Diesel,Mumbai,Manual,900000.0,69000,1816000.0,50.440528634361236,0
22266,2015,Maruti Suzuki,Swift,ZXi,Petrol,Mumbai,Manual,440000.0,37700,768000.0,42.70833333333333,0
22267,2018,Maruti Suzuki,Baleno [2019-2022],Alpha,Petrol,Mumbai,Manual,685000.0,51000,821000.0,16.56516443361754,0
22270,2022,Hyundai,Alcazar,Platinum (O) 6 STR 1.5 Diesel AT,Diesel,Mumbai,Automatic (TC),2000000.0,19000,2081000.0,3.8923594425756844,0
22272,2019,Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Petrol,Mumbai,Automatic,1191000.0,60000,1356000.0,12.168141592920353,0
22275,2021,Jeep,Compass [2017-2021],Longitude (O) 1.4 Petrol AT,Petrol,Mumbai,Automatic,1749000.0,24000,1969000.0,11.1731843575419,0
22276,2014,BMW,M3,Sedan,Diesel,Mumbai,Automatic,2075000.0,58000,13000000.0,84.03846153846153,0
22277,2017,BMW,X1 [2010-2012],sDrive20d,Diesel,Mumbai,Automatic,1885000.0,58000,2580000.0,26.937984496124027,0
22278,2017,Volvo,S90 [2016-2021],D4 Inscription,Diesel,Mumbai,Automatic (TC),3075000.0,56000,6088000.0,49.490801576872535,0
22281,2020,Renault,Triber,RXT,Petrol,Mumbai,Manual,565000.0,24724,761000.0,25.75558475689882,0
22284,2018,Honda,Amaze [2018-2021],1.5 V CVT Diesel,Diesel,Mumbai,Automatic (CVT),775000.0,87000,1061000.0,26.955702167766262,0
22285,2014,Toyota,Fortuner [2012-2016],3.0 4x2 AT,Diesel,Mumbai,Automatic,1500000.0,132000,2647000.0,43.332074046089915,0
22288,2014,Toyota,Innova [2009-2012],2.5 VX 8 STR,Diesel,Mumbai,Manual,985000.0,118000,1263000.0,22.0110847189232,0
22289,2019,Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Petrol,Mumbai,Automatic (DCT),945000.0,31000,1182000.0,20.050761421319795,0
22291,2014,Mahindra,XUV500 [2011-2015],W8,Diesel,Mumbai,Manual,635000.0,72000,1430000.0,55.59440559440559,0
22292,2020,Kia,Seltos [2019-2022],HTK Plus AT 1.5 Diesel [2020-2021],Diesel,Mumbai,Automatic (TC),1196000.0,29600,1380000.0,13.333333333333334,0
